50.00000,0.00000,0.00000
64.00576,8.11863,0.40161
47.63672,12.28230,0.80321
50.80654,20.20476,1.20482
44.22465,24.42909,1.60643
44.36733,32.40612,2.00803
36.15158,34.15518,2.40964
32.68857,39.79912,2.81124
29.17037,46.37798,3.21285
19.94249,42.88447,3.61446
15.14768,47.43296,4.01606
8.94871,48.36806,4.41767
3.14748,55.37749,4.81928
-3.49992,50.35548,5.22088
-10.08015,50.88600,5.62249
-15.50928,46.53113,6.02410
-23.82723,49.59204,6.42570
-27.01188,41.76749,6.82731
-27.24179,32.32720,7.22892
-41.15997,37.91568,7.63052
-44.76193,31.83616,8.03213
-48.20164,25.83766,8.43373
-53.65451,20.55721,8.83534
-48.00970,11.73453,9.23695
-48.75092,5.55966,9.63855
-49.57713,-0.62554,10.04016
-51.80384,-7.23613,10.44177
-46.48900,-12.61399,10.84337
-39.75177,-16.39232,11.24498
-39.36556,-22.39780,11.64659
-35.91056,-26.93054,12.04819
-32.50592,-31.49645,12.44980
-37.34654,-46.65831,12.85141
-24.03429,-39.30383,13.25301
-19.64888,-43.68633,13.65462
-14.36457,-47.01975,14.05622
-8.44264,-49.08687,14.45783
-2.08649,-47.21889,14.85944
3.79409,-46.16035,15.26104
10.37945,-49.13621,15.66265
16.90697,-48.66881,16.06426
22.70663,-45.77120,16.46586
25.01288,-37.62680,16.86747
32.27569,-37.33458,17.26908
36.82535,-33.07366,17.67068
37.01624,-25.63011,18.07229
44.17954,-22.96890,18.47390
42.31339,-15.60265,18.87550
49.25308,-11.38188,19.27711
32.68435,-3.31023,19.67871
57.62465,1.45439,20.08032
59.47306,9.07378,20.48193
48.48848,13.81561,20.88353
49.25092,21.04035,21.28514
44.50966,26.07342,21.68675
42.94760,33.06260,22.08835
35.05682,34.83637,22.48996
32.26747,41.37216,22.89157
27.62788,46.48833,23.29317
18.49455,42.54678,23.69478
14.19787,48.66308,24.09639
7.72677,48.58649,24.49799
1.77996,56.41253,24.89960
-4.61059,48.57872,25.30120
-11.62927,51.81136,25.70281
-16.28851,45.04683,26.10442
-26.10982,51.00454,26.50602
-25.58801,37.45814,26.90763
-30.20961,34.06628,27.30924
-42.32112,37.05562,27.71084
-45.51771,30.67424,28.11245
-49.02875,24.70929,28.51406
-53.94960,19.12371,28.91566
-46.46492,10.12178,29.31727
-50.12738,4.43869,29.71888
-48.93839,-1.85323,30.12048
-52.55525,-8.69819,30.52209
-43.84684,-13.09340,30.92369
-40.04948,-17.71022,31.32530
-38.70115,-23.33160,31.72691
-34.92190,-27.59278,32.12851
-33.32496,-33.96169,32.53012
-36.27943,-47.74633,32.93173
-21.53590,-37.30127,33.33333
-19.54571,-46.56316,33.73494
-12.73023,-45.77288,34.13655
-7.40916,-50.70587,34.53815
-0.85395,-45.11670,34.93976
5.17202,-48.04203,35.34137
11.44578,-48.14313,35.74297
18.58392,-49.43541,36.14458
22.94526,-43.46195,36.54618
26.25056,-37.40591,36.94779
33.66536,-37.01182,37.34940
36.77014,-31.38461,37.75100
38.25075,-25.08117,38.15261
44.23059,-21.59573,38.55422
43.51316,-14.80900,38.95582
47.42616,-9.70610,39.35743
