88.90848,46.22344,81.52610
86.30716,59.75923,81.92771
74.77292,67.15521,82.32932
65.82333,76.14045,82.73092
58.02738,87.29043,83.13253
43.95474,88.60239,83.53414
32.31578,93.02495,83.93574
20.62217,97.62516,84.33735
8.49354,103.33552,84.73896
-4.53520,102.63488,85.14056
-16.98310,98.74253,85.54217
-29.46102,96.43519,85.94378
-41.87986,93.11358,86.34538
-54.21944,88.66630,86.74699
-56.38816,70.44765,87.14859
-75.21961,72.88367,87.55020
-84.09325,63.06437,87.95181
-91.00880,51.78123,88.35341
-98.92052,40.79156,88.75502
-98.27669,26.66568,89.15663
-96.75388,13.51489,89.55823
-100.41093,1.26694,89.95984
-100.28307,-11.43649,90.36145
-97.70097,-23.88006,90.76305
-86.41644,-33.10963,91.16466
-84.00282,-45.02827,91.56627
-77.47434,-55.10229,91.96787
-69.16488,-63.71319,92.36948
-69.41777,-82.37646,92.77108
-54.44575,-84.18748,93.17269
-41.13351,-85.61189,93.57430
-31.92187,-95.77237,93.97590
-19.06738,-96.25482,94.37751
-6.90062,-99.28352,94.77912
5.36431,-94.38081,95.18072
18.34010,-99.12879,95.58233
30.48432,-95.45763,95.98394
43.30728,-93.12828,96.38554
50.69166,-80.59468,96.78715
62.51614,-76.11492,97.18876
72.88229,-68.85751,97.59036
76.76236,-56.06761,97.99197
87.07521,-48.09916,98.39357
88.57618,-35.22501,98.79518
97.61303,-25.16781,99.19679
84.80194,-10.75646,99.59839
100.00000,-0.00000,100.00000
