100.00000,0.00000,0.00000
113.60833,14.41032,0.40161
96.05330,24.76567,0.80321
97.26744,38.68136,1.20482
87.99127,48.60518,1.60643
84.74389,61.89736,2.00803
72.49620,68.49275,2.40964
64.42347,78.43714,2.81124
55.79105,88.70219,3.21285
41.02575,88.22205,3.61446
30.35835,95.06316,4.01606
18.04498,97.53367,4.41767
5.98475,105.29692,4.81928
-6.96676,100.23514,5.22088
-19.79599,99.93294,5.62249
-31.31967,93.96563,6.02410
-45.48082,94.66002,6.42570
-54.16442,83.75248,6.82731
-59.46164,70.56176,7.22892
-77.93492,71.79197,7.63052
-85.50736,60.81564,8.03213
-92.26980,49.45964,8.43373
-100.34482,38.44616,8.83534
-96.57993,23.60605,9.23695
-98.42892,11.22504,9.63855
-99.57316,-1.25637,10.04016
-101.32308,-14.15313,10.44177
-94.74424,-25.70721,10.84337
-85.97587,-35.45362,11.24498
-82.82367,-47.12414,11.64659
-75.91183,-56.92885,12.04819
-68.41443,-66.28983,12.44980
-68.59144,-85.69363,12.85141
-50.11887,-81.96054,13.25301
-40.15845,-89.28630,13.65462
-28.97310,-94.83806,14.05622
-16.91788,-98.36334,14.45783
-4.29372,-97.17015,14.85944
7.88997,-95.99230,15.26104
20.71332,-98.05667,15.66265
33.31455,-95.90006,16.06426
44.92709,-90.56240,16.46586
52.69296,-79.26588,16.86747
64.97537,-75.15958,17.26908
74.02477,-66.48328,17.67068
78.12404,-54.09322,18.07229
88.54221,-46.03301,18.47390
89.22568,-32.90111,18.87550
97.96921,-22.63968,19.27711
82.42987,-8.34840,19.67871
107.60873,2.71594,20.08032
108.90109,16.61500,20.48193
96.57468,27.51661,20.88353
95.23085,40.68332,21.28514
87.65236,51.34608,21.68675
82.56721,63.56319,22.08835
70.52351,70.08001,22.48996
63.01739,80.79857,22.89157
53.17220,89.47074,23.29317
38.42718,88.40188,23.69478
28.20194,96.66189,24.09639
15.57964,97.96596,24.49799
3.35680,106.38766,24.89960
-9.33485,98.35503,25.30120
-22.57952,100.59755,25.70281
-33.29068,92.06732,26.10442
-48.89362,95.51183,26.50602
-53.79123,78.74468,26.90763
-63.38390,71.47572,27.30924
-79.93909,69.99326,27.71084
-86.98134,58.61645,28.11245
-93.67888,47.21187,28.51406
-101.07641,35.82892,28.91566
-95.31922,20.76405,29.31727
-99.93250,8.84884,29.71888
-98.90258,-3.74530,30.12048
-101.88420,-16.86242,30.52209
-91.75635,-27.39998,30.92369
-85.77792,-37.93173,31.32530
-81.52156,-49.14656,31.72691
-74.15355,-58.59080,32.12851
-68.34417,-69.64999,32.53012
-66.52949,-87.55757,32.93173
-46.53590,-80.60254,33.33333
-38.89822,-92.66609,33.73494
-26.12760,-93.94455,34.13655
-14.63842,-100.18049,34.53815
-1.80015,-95.10775,34.93976
10.52390,-97.75477,35.34137
23.01067,-96.78728,35.74297
36.17797,-96.23765,36.14458
46.28877,-87.67824,36.54618
54.97242,-78.33334,36.94779
67.30899,-73.99974,37.34940
74.80067,-63.84502,37.75100
80.06362,-52.49803,38.15261
89.16107,-43.53319,38.55422
90.84697,-30.91831,38.95582
96.41083,-19.73115,39.35743
82.75692,-6.27678,39.75904
113.55189,5.73553,40.16064
103.79220,18.52649,40.56225
97.66812,30.51263,40.96386
92.80787,42.44828,41.36546
87.52590,54.28365,41.76707
79.99988,64.86623,42.16867
68.80695,71.91451,42.57028
61.54367,83.15321,42.97189
50.22330,89.58071,43.37349
36.18096,89.33461,43.77510
25.81298,97.56527,44.17671
13.21588,99.17565,44.57831
0.67021,106.23924,44.97992
-11.74047,97.48207,45.38153
-25.17131,100.23795,45.78313
-35.63588,91.28219,46.18474
-51.66432,94.93949,46.58635
-53.71101,74.51838,46.98795
-67.65218,72.51750,47.38956
-81.45954,67.77092,47.79116
-88.42210,56.39646,48.19277
-95.31796,45.05905,48.59438
-100.91198,32.92911,48.99598
-94.89269,18.17621,49.39759
-100.83520,6.36956,49.79920
-98.76697,-6.23891,50.20080
-101.53633,-19.44876,50.60241
-89.22120,-29.11423,51.00402
-85.49675,-40.41633,51.40562
-80.19967,-51.15212,51.80723
-72.28866,-60.14113,52.20884
-68.77825,-73.72455,52.61044
-63.23276,-87.72881,53.01205
-43.93371,-80.73355,53.41365
-37.09664,-95.02395,53.81526
-23.53946,-93.73953,54.21687
-12.17416,-101.08301,54.61847
0.59146,-93.75678,55.02008
13.20205,-99.07190,55.42169
25.34123,-95.78221,55.82329
38.89631,-96.03908,56.22490
47.58350,-84.87223,56.62651
57.43779,-77.60566,57.02811
69.45768,-72.59463,57.42972
75.34988,-61.09588,57.83133
82.43934,-51.12895,58.23293
89.07085,-40.73905,58.63454
93.23269,-29.12695,59.03614
93.09588,-16.61724,59.43775
86.19347,-4.35365,59.83936
116.67029,8.84897,60.24096
99.52786,20.36907,60.64257
98.48830,33.51891,61.04418
90.56085,44.21663,61.44578
87.18785,57.16941,61.84739
77.32148,65.99662,62.24900
67.26552,73.95195,62.65060
59.91505,85.37637,63.05221
47.08527,89.18693,63.45382
34.19823,90.97130,63.85542
23.24890,97.78932,64.25703
10.88363,101.09622,64.65863
-1.98467,104.85644,65.06024
-14.27860,97.71799,65.46185
-27.46190,98.74215,65.86345
-38.51184,91.74563,66.26506
-53.46410,92.60254,66.66667
-54.47072,71.68737,67.06827
-71.73266,73.10323,67.46988
-82.77304,65.40130,67.87149
-89.76009,54.11329,68.27309
-97.13586,42.95430,68.67470
-99.88171,29.82635,69.07631
-95.43161,15.79448,69.47791
-100.95417,3.82299,69.87952
-99.28800,-8.79177,70.28112
-100.09796,-21.80504,70.68273
-87.43082,-30.99192,71.08434
-84.92164,-42.79843,71.48594
-78.87319,-53.15239,71.88755
-70.53281,-61.75729,72.28916
-69.31326,-78.16205,72.69076
-59.02166,-86.40147,73.09237
-42.24157,-82.51732,73.49398
-34.71800,-96.01463,73.89558
-21.22149,-94.54720,74.29719
-9.56218,-100.75022,74.69880
2.95057,-93.51286,75.10040
15.83186,-99.55193,75.50201
27.81433,-95.33336,75.90361
41.30335,-95.01852,76.30522
49.00509,-82.45891,76.70683
59.98230,-76.90709,77.10843
71.34322,-70.89457,77.51004
75.91124,-58.43918,77.91165
84.91844,-49.74457,78.31325
88.68887,-37.88854,78.71486
95.77013,-27.28737,79.11647
88.81103,-13.54986,79.51807
92.32760,-2.33026,79.91968
116.55221,11.80428,80.32129
96.89533,22.39151,80.72289
98.42350,36.29271,81.12450
